AGGROUP;DATA_PROPOSTA;DATA_MES;COUNT;MOTOR
Prospeccao - Serasa - Decline - Decline_GH_Medio;24JUN2021:00:00:00;24JUN2021:00:00:00;203;NovoClient
Prospeccao - Serasa - Decline - Decline_GH_Medio;25JUN2021:00:00:00;25JUN2021:00:00:00;223;NovoClient
Prospeccao - Serasa - Decline - Decline_GH_Medio;26JUN2021:00:00:00;26JUN2021:00:00:00;131;NovoClient
Prospeccao - Serasa - Decline - Decline_GH_Medio;27JUN2021:00:00:00;27JUN2021:00:00:00;114;NovoClient
Prospeccao - Serasa - Decline - Decline_GH_Medio;28JUN2021:00:00:00;28JUN2021:00:00:00;168;NovoClient
Prospeccao - Serasa - Decline - Decline_GH_Medio;29JUN2021:00:00:00;29JUN2021:00:00:00;84;NovoClient
Prospeccao - Serasa - Decline - Decline_GH_alto;01JAN2021:00:00:00;01JAN2021:00:00:00;116;NovoClient
Prospeccao - Serasa - Decline - Decline_GH_alto;02JAN2021:00:00:00;02JAN2021:00:00:00;171;NovoClient
Prospeccao - Serasa - Decline - Decline_GH_alto;03JAN2021:00:00:00;03JAN2021:00:00:00;50;NovoClient
Prospeccao - Serasa - Decline - Decline_GH_alto;04JAN2021:00:00:00;04JAN2021:00:00:00;259;NovoClient
Prospeccao - Serasa - Decline - Decline_GH_alto;05JAN2021:00:00:00;05JAN2021:00:00:00;309;NovoClient
Prospeccao - Serasa - Decline - Decline_GH_alto;06JAN2021:00:00:00;06JAN2021:00:00:00;304;NovoClient
Prospeccao - Serasa - Decline - Decline_GH_alto;07JAN2021:00:00:00;07JAN2021:00:00:00;337;NovoClient
Prospeccao - Serasa - Decline - Decline_GH_alto;08JAN2021:00:00:00;08JAN2021:00:00:00;307;NovoClient
Prospeccao - Serasa - Decline - Decline_GH_alto;09JAN2021:00:00:00;09JAN2021:00:00:00;213;NovoClient
Prospeccao - Serasa - Decline - Decline_GH_alto;10JAN2021:00:00:00;10JAN2021:00:00:00;207;NovoClient
Prospeccao - Serasa - Decline - Decline_GH_alto;11JAN2021:00:00:00;11JAN2021:00:00:00;337;NovoClient
Prospeccao - Serasa - Decline - Decline_GH_alto;12JAN2021:00:00:00;12JAN2021:00:00:00;356;NovoClient
Prospeccao - Serasa - Decline - Decline_GH_alto;13JAN2021:00:00:00;13JAN2021:00:00:00;375;NovoClient
Prospeccao - Serasa - Decline - Decline_GH_alto;14JAN2021:00:00:00;14JAN2021:00:00:00;375;NovoClient
Prospeccao - Serasa - Decline - Decline_GH_alto;15JAN2021:00:00:00;15JAN2021:00:00:00;272;NovoClient
Prospeccao - Serasa - Decline - Decline_GH_alto;16JAN2021:00:00:00;16JAN2021:00:00:00;268;NovoClient
Prospeccao - Serasa - Decline - Decline_GH_alto;17JAN2021:00:00:00;17JAN2021:00:00:00;232;NovoClient
Prospeccao - Serasa - Decline - Decline_GH_alto;18JAN2021:00:00:00;18JAN2021:00:00:00;320;NovoClient
Prospeccao - Serasa - Decline - Decline_GH_alto;19JAN2021:00:00:00;19JAN2021:00:00:00;379;NovoClient
Prospeccao - Serasa - Decline - Decline_GH_alto;20JAN2021:00:00:00;20JAN2021:00:00:00;307;NovoClient
Prospeccao - Serasa - Decline - Decline_GH_alto;21JAN2021:00:00:00;21JAN2021:00:00:00;346;NovoClient
Prospeccao - Serasa - Decline - Decline_GH_alto;22JAN2021:00:00:00;22JAN2021:00:00:00;316;NovoClient
Prospeccao - Serasa - Decline - Decline_GH_alto;23JAN2021:00:00:00;23JAN2021:00:00:00;244;NovoClient
Prospeccao - Serasa - Decline - Decline_GH_alto;24JAN2021:00:00:00;24JAN2021:00:00:00;271;NovoClient
Prospeccao - Serasa - Decline - Decline_GH_alto;25JAN2021:00:00:00;25JAN2021:00:00:00;410;NovoClient
Prospeccao - Serasa - Decline - Decline_GH_alto;26JAN2021:00:00:00;26JAN2021:00:00:00;443;NovoClient
Prospeccao - Serasa - Decline - Decline_GH_alto;27JAN2021:00:00:00;27JAN2021:00:00:00;401;NovoClient
Prospeccao - Serasa - Decline - Decline_GH_alto;28JAN2021:00:00:00;28JAN2021:00:00:00;356;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;23JUL2021:00:00:00;23JUL2021:00:00:00;6;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;24JUL2021:00:00:00;24JUL2021:00:00:00;3;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;25JUL2021:00:00:00;25JUL2021:00:00:00;4;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;26JUL2021:00:00:00;26JUL2021:00:00:00;7;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;27JUL2021:00:00:00;27JUL2021:00:00:00;7;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;28JUL2021:00:00:00;28JUL2021:00:00:00;5;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;29JUL2021:00:00:00;29JUL2021:00:00:00;11;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;30JUL2021:00:00:00;30JUL2021:00:00:00;5;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;31JUL2021:00:00:00;31JUL2021:00:00:00;2;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;01AUG2021:00:00:00;01AUG2021:00:00:00;1;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;02AUG2021:00:00:00;02AUG2021:00:00:00;8;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;03AUG2021:00:00:00;03AUG2021:00:00:00;3;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;04AUG2021:00:00:00;04AUG2021:00:00:00;5;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;05AUG2021:00:00:00;05AUG2021:00:00:00;8;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;06AUG2021:00:00:00;06AUG2021:00:00:00;6;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;07AUG2021:00:00:00;07AUG2021:00:00:00;2;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;08AUG2021:00:00:00;08AUG2021:00:00:00;3;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;09AUG2021:00:00:00;09AUG2021:00:00:00;4;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;10AUG2021:00:00:00;10AUG2021:00:00:00;7;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;12AUG2021:00:00:00;12AUG2021:00:00:00;10;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;13AUG2021:00:00:00;13AUG2021:00:00:00;6;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;14AUG2021:00:00:00;14AUG2021:00:00:00;3;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;15AUG2021:00:00:00;15AUG2021:00:00:00;1;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;16AUG2021:00:00:00;16AUG2021:00:00:00;7;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;17AUG2021:00:00:00;17AUG2021:00:00:00;7;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;19AUG2021:00:00:00;19AUG2021:00:00:00;3;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;20AUG2021:00:00:00;20AUG2021:00:00:00;7;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;21AUG2021:00:00:00;21AUG2021:00:00:00;2;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;22AUG2021:00:00:00;22AUG2021:00:00:00;3;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;23AUG2021:00:00:00;23AUG2021:00:00:00;2;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;24AUG2021:00:00:00;24AUG2021:00:00:00;7;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;25AUG2021:00:00:00;25AUG2021:00:00:00;3;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;26AUG2021:00:00:00;26AUG2021:00:00:00;1;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;27AUG2021:00:00:00;27AUG2021:00:00:00;3;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;30AUG2021:00:00:00;30AUG2021:00:00:00;3;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;31AUG2021:00:00:00;31AUG2021:00:00:00;6;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;01SEP2021:00:00:00;01SEP2021:00:00:00;4;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;02SEP2021:00:00:00;02SEP2021:00:00:00;4;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;03SEP2021:00:00:00;03SEP2021:00:00:00;1;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;04SEP2021:00:00:00;04SEP2021:00:00:00;1;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;06SEP2021:00:00:00;06SEP2021:00:00:00;2;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;08SEP2021:00:00:00;08SEP2021:00:00:00;9;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;09SEP2021:00:00:00;09SEP2021:00:00:00;3;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;10SEP2021:00:00:00;10SEP2021:00:00:00;2;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;12SEP2021:00:00:00;12SEP2021:00:00:00;1;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;13SEP2021:00:00:00;13SEP2021:00:00:00;5;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;14SEP2021:00:00:00;14SEP2021:00:00:00;5;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;15SEP2021:00:00:00;15SEP2021:00:00:00;4;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;16SEP2021:00:00:00;16SEP2021:00:00:00;4;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;17SEP2021:00:00:00;17SEP2021:00:00:00;2;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;18SEP2021:00:00:00;18SEP2021:00:00:00;1;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;19SEP2021:00:00:00;19SEP2021:00:00:00;2;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;20SEP2021:00:00:00;20SEP2021:00:00:00;3;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;21SEP2021:00:00:00;21SEP2021:00:00:00;2;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;22SEP2021:00:00:00;22SEP2021:00:00:00;7;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;23SEP2021:00:00:00;23SEP2021:00:00:00;2;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;24SEP2021:00:00:00;24SEP2021:00:00:00;4;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;27SEP2021:00:00:00;27SEP2021:00:00:00;4;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;28SEP2021:00:00:00;28SEP2021:00:00:00;3;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;29SEP2021:00:00:00;29SEP2021:00:00:00;3;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;30SEP2021:00:00:00;30SEP2021:00:00:00;4;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;01OCT2021:00:00:00;01OCT2021:00:00:00;6;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;03OCT2021:00:00:00;03OCT2021:00:00:00;1;NovoClient
Prospeccao - Serasa - Investigate - investigate_ReaberturaConta;04OCT2021:00:00:00;04OCT2021:00:00:00;1;NovoClient
Não Mapeado;;;111;Mesa de Cr
Não Mapeado;01JAN2021:00:00:00;01JAN2021:00:00:00;1325;Mesa de Cr
Não Mapeado;02JAN2021:00:00:00;02JAN2021:00:00:00;2659;Mesa de Cr
Não Mapeado;03JAN2021:00:00:00;03JAN2021:00:00:00;633;Mesa de Cr
Não Mapeado;04JAN2021:00:00:00;04JAN2021:00:00:00;7065;Mesa de Cr
Não Mapeado;05JAN2021:00:00:00;05JAN2021:00:00:00;6440;Mesa de Cr
Não Mapeado;06JAN2021:00:00:00;06JAN2021:00:00:00;7369;Mesa de Cr
Não Mapeado;07JAN2021:00:00:00;07JAN2021:00:00:00;7891;Mesa de Cr
Não Mapeado;08JAN2021:00:00:00;08JAN2021:00:00:00;9875;Mesa de Cr
Não Mapeado;09JAN2021:00:00:00;09JAN2021:00:00:00;4566;Mesa de Cr
Não Mapeado;10JAN2021:00:00:00;10JAN2021:00:00:00;3071;Mesa de Cr
Não Mapeado;11JAN2021:00:00:00;11JAN2021:00:00:00;7470;Mesa de Cr
Não Mapeado;12JAN2021:00:00:00;12JAN2021:00:00:00;7785;Mesa de Cr
Não Mapeado;13JAN2021:00:00:00;13JAN2021:00:00:00;9561;Mesa de Cr
Não Mapeado;14JAN2021:00:00:00;14JAN2021:00:00:00;8328;Mesa de Cr
Não Mapeado;15JAN2021:00:00:00;15JAN2021:00:00:00;7330;Mesa de Cr
Não Mapeado;16JAN2021:00:00:00;16JAN2021:00:00:00;6879;Mesa de Cr
Não Mapeado;17JAN2021:00:00:00;17JAN2021:00:00:00;3190;Mesa de Cr
Não Mapeado;18JAN2021:00:00:00;18JAN2021:00:00:00;7967;Mesa de Cr
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;29MAR2021:00:00:00;29MAR2021:00:00:00;2;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;30MAR2021:00:00:00;30MAR2021:00:00:00;1;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;31MAR2021:00:00:00;31MAR2021:00:00:00;1;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;05APR2021:00:00:00;05APR2021:00:00:00;1;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;07APR2021:00:00:00;07APR2021:00:00:00;1;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;08APR2021:00:00:00;08APR2021:00:00:00;2;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;09APR2021:00:00:00;09APR2021:00:00:00;1;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;10APR2021:00:00:00;10APR2021:00:00:00;2;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;11APR2021:00:00:00;11APR2021:00:00:00;2;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;14APR2021:00:00:00;14APR2021:00:00:00;1;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;15APR2021:00:00:00;15APR2021:00:00:00;2;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;20APR2021:00:00:00;20APR2021:00:00:00;4;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;21APR2021:00:00:00;21APR2021:00:00:00;1;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;23APR2021:00:00:00;23APR2021:00:00:00;4;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;24APR2021:00:00:00;24APR2021:00:00:00;1;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;25APR2021:00:00:00;25APR2021:00:00:00;2;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;26APR2021:00:00:00;26APR2021:00:00:00;3;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;28APR2021:00:00:00;28APR2021:00:00:00;5;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;29APR2021:00:00:00;29APR2021:00:00:00;4;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;03MAY2021:00:00:00;03MAY2021:00:00:00;2;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;04MAY2021:00:00:00;04MAY2021:00:00:00;3;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;05MAY2021:00:00:00;05MAY2021:00:00:00;3;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;06MAY2021:00:00:00;06MAY2021:00:00:00;1;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;09MAY2021:00:00:00;09MAY2021:00:00:00;4;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;10MAY2021:00:00:00;10MAY2021:00:00:00;7;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;11MAY2021:00:00:00;11MAY2021:00:00:00;4;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;12MAY2021:00:00:00;12MAY2021:00:00:00;1;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;14MAY2021:00:00:00;14MAY2021:00:00:00;1;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;16MAY2021:00:00:00;16MAY2021:00:00:00;2;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;18MAY2021:00:00:00;18MAY2021:00:00:00;2;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;19MAY2021:00:00:00;19MAY2021:00:00:00;3;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;20MAY2021:00:00:00;20MAY2021:00:00:00;12;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;21MAY2021:00:00:00;21MAY2021:00:00:00;1;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;23MAY2021:00:00:00;23MAY2021:00:00:00;3;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;24MAY2021:00:00:00;24MAY2021:00:00:00;1;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;25MAY2021:00:00:00;25MAY2021:00:00:00;1;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;27MAY2021:00:00:00;27MAY2021:00:00:00;1;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;28MAY2021:00:00:00;28MAY2021:00:00:00;4;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;01JUN2021:00:00:00;01JUN2021:00:00:00;2;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;02JUN2021:00:00:00;02JUN2021:00:00:00;3;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;04JUN2021:00:00:00;04JUN2021:00:00:00;3;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;05JUN2021:00:00:00;05JUN2021:00:00:00;1;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;06JUN2021:00:00:00;06JUN2021:00:00:00;1;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;07JUN2021:00:00:00;07JUN2021:00:00:00;1;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;08JUN2021:00:00:00;08JUN2021:00:00:00;4;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;11JUN2021:00:00:00;11JUN2021:00:00:00;2;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;12JUN2021:00:00:00;12JUN2021:00:00:00;2;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;13JUN2021:00:00:00;13JUN2021:00:00:00;3;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;15JUN2021:00:00:00;15JUN2021:00:00:00;1;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;16JUN2021:00:00:00;16JUN2021:00:00:00;1;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;18JUN2021:00:00:00;18JUN2021:00:00:00;2;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;21JUN2021:00:00:00;21JUN2021:00:00:00;2;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;22JUN2021:00:00:00;22JUN2021:00:00:00;1;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;23JUN2021:00:00:00;23JUN2021:00:00:00;1;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;24JUN2021:00:00:00;24JUN2021:00:00:00;2;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;25JUN2021:00:00:00;25JUN2021:00:00:00;2;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;26JUN2021:00:00:00;26JUN2021:00:00:00;6;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;27JUN2021:00:00:00;27JUN2021:00:00:00;12;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;28JUN2021:00:00:00;28JUN2021:00:00:00;14;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;29JUN2021:00:00:00;29JUN2021:00:00:00;2;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;01JUL2021:00:00:00;01JUL2021:00:00:00;1;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;02JUL2021:00:00:00;02JUL2021:00:00:00;1;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;05JUL2021:00:00:00;05JUL2021:00:00:00;7;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;06JUL2021:00:00:00;06JUL2021:00:00:00;1;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;07JUL2021:00:00:00;07JUL2021:00:00:00;5;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;08JUL2021:00:00:00;08JUL2021:00:00:00;1;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;09JUL2021:00:00:00;09JUL2021:00:00:00;2;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;10JUL2021:00:00:00;10JUL2021:00:00:00;1;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;11JUL2021:00:00:00;11JUL2021:00:00:00;4;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;13JUL2021:00:00:00;13JUL2021:00:00:00;2;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;14JUL2021:00:00:00;14JUL2021:00:00:00;2;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;17JUL2021:00:00:00;17JUL2021:00:00:00;2;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;18JUL2021:00:00:00;18JUL2021:00:00:00;3;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;19JUL2021:00:00:00;19JUL2021:00:00:00;3;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;20JUL2021:00:00:00;20JUL2021:00:00:00;5;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;21JUL2021:00:00:00;21JUL2021:00:00:00;2;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;22JUL2021:00:00:00;22JUL2021:00:00:00;1;Não Corren
NaoCorrentista - Default - Decline - Cliente_Maior80Anos;24JUL2021:00:00:00;24JUL2021:00:00:00;7;Não Corren
NaoCorrentista - Serasa - Approve -;26JAN2022:00:00:00;26JAN2022:00:00:00;11741;Não Corren
NaoCorrentista - Serasa - Approve -;27JAN2022:00:00:00;27JAN2022:00:00:00;546;Não Corren
NaoCorrentista - Serasa - Approve -;28JAN2022:00:00:00;28JAN2022:00:00:00;5593;Não Corren
NaoCorrentista - Serasa - Approve -;29JAN2022:00:00:00;29JAN2022:00:00:00;1523;Não Corren
NaoCorrentista - Serasa - Approve -;30JAN2022:00:00:00;30JAN2022:00:00:00;1203;Não Corren
NaoCorrentista - Serasa - Approve -;31JAN2022:00:00:00;31JAN2022:00:00:00;1890;Não Corren
NaoCorrentista - Serasa - Approve -;01FEB2022:00:00:00;01FEB2022:00:00:00;561;Não Corren
NaoCorrentista - Serasa - Approve -;02FEB2022:00:00:00;02FEB2022:00:00:00;5401;Não Corren
NaoCorrentista - Serasa - Approve -;03FEB2022:00:00:00;03FEB2022:00:00:00;3224;Não Corren
NaoCorrentista - Serasa - Approve -;04FEB2022:00:00:00;04FEB2022:00:00:00;492;Não Corren
NaoCorrentista - Serasa - Decline - Default_Aceita;19MAR2021:00:00:00;19MAR2021:00:00:00;1;Não Corren
NaoCorrentista - Serasa - Decline - Default_Aceita;11AUG2021:00:00:00;11AUG2021:00:00:00;1;Não Corren
NaoCorrentista - Serasa - Decline - Default_Aceita;15SEP2021:00:00:00;15SEP2021:00:00:00;1;Não Corren
NaoCorrentista - Serasa - Decline - Default_Aceita;02OCT2021:00:00:00;02OCT2021:00:00:00;1;Não Corren
NaoCorrentista - Serasa - Decline - Estatutario_XXXX;06MAR2021:00:00:00;06MAR2021:00:00:00;1;Não Corren
NaoCorrentista - Serasa - Decline - Possui_FiqueNoVerde;04JAN2021:00:00:00;04JAN2021:00:00:00;4;Não Corren
NaoCorrentista - Serasa - Decline - Possui_FiqueNoVerde;06JAN2021:00:00:00;06JAN2021:00:00:00;1;Não Corren
NaoCorrentista - Serasa - Decline - Possui_FiqueNoVerde;07JAN2021:00:00:00;07JAN2021:00:00:00;3;Não Corren
NaoCorrentista - Serasa - Decline - Possui_FiqueNoVerde;13JAN2021:00:00:00;13JAN2021:00:00:00;6;Não Corren
NaoCorrentista - Serasa - Decline - Possui_FiqueNoVerde;17JAN2021:00:00:00;17JAN2021:00:00:00;7;Não Corren
NaoCorrentista - Serasa - Decline - Possui_FiqueNoVerde;20JAN2021:00:00:00;20JAN2021:00:00:00;13;Não Corren
NaoCorrentista - Serasa - Decline - Possui_FiqueNoVerde;21JAN2021:00:00:00;21JAN2021:00:00:00;6;Não Corren
NaoCorrentista - Serasa - Decline - Possui_FiqueNoVerde;24JAN2021:00:00:00;24JAN2021:00:00:00;4;Não Corren
NaoCorrentista - Serasa - Decline - Possui_FiqueNoVerde;26JAN2021:00:00:00;26JAN2021:00:00:00;4;Não Corren
NaoCorrentista - Serasa - Decline - Possui_FiqueNoVerde;27JAN2021:00:00:00;27JAN2021:00:00:00;41;Não Corren
NaoCorrentista - Serasa - Decline - Possui_FiqueNoVerde;28JAN2021:00:00:00;28JAN2021:00:00:00;4;Não Corren
NaoCorrentista - Serasa - Decline - Possui_FiqueNoVerde;29JAN2021:00:00:00;29JAN2021:00:00:00;3;Não Corren
NaoCorrentista - Serasa - Decline - Possui_FiqueNoVerde;30JAN2021:00:00:00;30JAN2021:00:00:00;9;Não Corren
NaoCorrentista - Serasa - Decline - Possui_FiqueNoVerde;31JAN2021:00:00:00;31JAN2021:00:00:00;4;Não Corren
NaoCorrentista - Serasa - Decline - Possui_FiqueNoVerde;01FEB2021:00:00:00;01FEB2021:00:00:00;3;Não Corren
NaoCorrentista - Serasa - Decline - Possui_FiqueNoVerde;02FEB2021:00:00:00;02FEB2021:00:00:00;10;Não Corren
NaoCorrentista - Serasa - Decline - Possui_FiqueNoVerde;03FEB2021:00:00:00;03FEB2021:00:00:00;12;Não Corren
NaoCorrentista - Serasa - Decline - Possui_FiqueNoVerde;05FEB2021:00:00:00;05FEB2021:00:00:00;5;Não Corren
